LABELS
#use this template to change the leaf labels, or define/change the internal node names (displayed in mouseover popups)

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#NODE_ID,LABEL

#Examples
#define a name for an internal node
#9031|9606,Metazoa

#change the label for leaf node 9606
#9606,Homo sapiens
GCA_003149495.1,Gemmata obscuriglobus 
GCA_005804465.1,Planctomycetia bacterium F1-80-MAGs129
GCA_005804485.1,Planctomycetia bacterium F1-80-MAGs125
GCA_005804605.1,Planctomycetia bacterium F1-80-MAGs117
GCA_005804745.1,Planctomycetia bacterium F1-80-MAGs173
GCA_005805125.1,Planctomycetia bacterium F1-80-MAGs130
GCA_005805155.1,Planctomycetia bacterium F1-80-MAGs123
GCA_005805195.1,Planctomycetia bacterium F1-80-MAGs126
GCA_005805345.1,Planctomycetia bacterium F1-80-MAGs102
GCA_005808425.1,Planctomycetia bacterium F1-80-MAGs083
GCA_005808465.1,Planctomycetia bacterium F1-80-MAGs084
GCA_005808665.1,Planctomycetia bacterium F1-80-MAGs058
GCA_005808685.1,Planctomycetia bacterium F1-80-MAGs055
GCA_005808715.1,Planctomycetia bacterium F1-80-MAGs054
GCA_005809225.1,Planctomycetia bacterium F1-80-MAGs044
GCA_009918525.1,Planctomycetia bacterium WB6_1B_298
GCA_009919445.1,Planctomycetia bacterium WB6_4_048
GCA_009922385.1,Planctomycetia bacterium WB5_2A_113
GCA_009922585.1,Planctomycetia bacterium WB5_5_029
GCA_009923125.1,Planctomycetia bacterium WB5_1A_201
GCA_009923205.1,Planctomycetia bacterium WB5_1A_177
GCA_009924545.1,Planctomycetia bacterium WB4_3_0930
GCA_009926295.1,Planctomycetia bacterium WB4_1_1386
GCA_009926385.1,Planctomycetia bacterium WB4_2_1314
GCA_009936695.1,Planctomycetia bacterium HS5SWP_bin.4
GCA_009936915.1,Planctomycetia bacterium HS5BWP_bin.32
GCA_009936985.1,Planctomycetia bacterium HS5BWF_bin.23
GCA_009937185.1,Planctomycetia bacterium H12BWP_bin.25
GCA_010021805.1,Planctomycetia bacterium WB8_1A_101
GCA_010021845.1,Planctomycetia bacterium WB8_1A_063
GCA_010027105.1,Planctomycetia bacterium WB9_2_258
GCA_010027435.1,Planctomycetia bacterium WB9_2_292
GCA_010032665.1,Planctomycetia bacterium WB9_4_033
GCA_011682275.1,Planctomycetia bacterium OTbin.127
GCA_011682365.1,Planctomycetia bacterium OTbin.92
GCA_012269595.1,Planctomycetia bacterium SW42618_bin_2
GCA_014192315.1,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin1
GCA_014192425.1,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin2
GCA_014193005.1,Planctomycetia bacterium LBMAG_Planctomycetes_hypo.bin4
GCA_014382255.1,Planctomycetia bacterium NIOZ-UU49
GCA_015075005.1,Planctomycetia bacterium H5_AMX3
GCA_015075145.1,Planctomycetia bacterium H5_AMX2
GCA_015075705.1,Planctomycetia bacterium H1_PLA6
GCA_015075745.1,Planctomycetia bacterium H1_PLA5
GCA_015200345.1,Planctomycetia bacterium H1_PLA2
GCA_015200565.1,Planctomycetia bacterium H1_AMX1
GCA_015709575.1,Planctomycetia bacterium H1_PLA3
GCA_016177915.1,Planctomycetia bacterium NC_groundwater_66_Pr7_S-0.65um_66_19
GCA_016188635.1,Planctomycetia bacterium NC_groundwater_412_Ag_B-0.1um_58_6
GCA_016191115.1,Planctomycetia bacterium NC_groundwater_621_Pr5_B-0.1um_65_48
GCA_016200145.1,Planctomycetia bacterium NC_groundwater_1042_Pr1_S-0.65um_63_10
GCA_016200205.1,Planctomycetia bacterium NC_groundwater_1040_Pr1_S-0.65um_60_11
GCA_016795155.1,Planctomycetia bacterium new MAG-35
GCA_016795185.1,Planctomycetia bacterium new MAG-36
GCA_016795225.1,Planctomycetia bacterium new MAG-34
GCA_016795345.1,Planctomycetia bacterium new MAG-19
GCA_017859515.1,Planctomycetia bacterium DEBay_Sum29NG08_27
GCA_003242895.1,Candidatus Margulisbacteria bacterium RAAC_38_40
GCA_003230465.1,Planctomycetales bacterium SZUA-211
GCA_003508275.1,Planctomycetales bacterium UBA11822
GCA_005239675.1,Planctomycetales bacterium Bin_37_8
GCA_005239725.1,Planctomycetales bacterium Bin_37_1_1
GCA_005239795.1,Planctomycetales bacterium Bin_31
GCA_005239935.1,Planctomycetales bacterium Bin_23_1_1
GCA_007119795.1,Planctomycetales bacterium CSSed162cmA_348R1
GCA_007122045.1,Planctomycetales bacterium CSSed162cmA_102R1
GCA_007126245.1,Planctomycetales bacterium CSSed162cmB_456R1
GCA_007127495.1,Planctomycetales bacterium CSSed162cmB_317
GCA_007135285.1,Planctomycetales bacterium CSSed165cm_225
GCA_008080965.1,Planctomycetales bacterium 22_1
GCA_011328785.1,Planctomycetales bacterium SpSt-496
GCA_011771185.1,Planctomycetales bacterium KS3-C073
GCA_011771305.1,Planctomycetales bacterium KS4-C064
GCA_011771735.1,Planctomycetales bacterium KS2-C091
GCA_011772025.1,Planctomycetales bacterium KS1-C079
GCA_011772275.1,Planctomycetales bacterium CS4-C045
GCA_011772785.1,Planctomycetales bacterium CS3-C060
GCA_011772795.1,Planctomycetales bacterium CS3-C063
GCA_011773325.1,Planctomycetales bacterium CS1-C065
GCA_011773715.1,Planctomycetales bacterium ACK-C064
GCA_015485115.1,Planctomycetales bacterium S139_61
GCA_015488215.1,Planctomycetales bacterium S012_138
GCA_016235885.1,Planctomycetales bacterium NC_groundwater_1798_Pr3_B-0.1um_60_10
GCA_016794185.1,Planctomycetales bacterium new MAG-43
GCA_003977685.1,Tautonia sociabilis 
GCA_003551305.1,Candidatus Brocadiaceae bacterium B1Sed10_231
GCA_003551385.1,Candidatus Brocadiaceae bacterium B1Sed10_226
GCA_003551565.1,Candidatus Brocadiaceae bacterium B1Sed10_209R1
GCA_003551785.1,Candidatus Brocadiaceae bacterium B1Sed10_183
GCA_003552145.1,Candidatus Brocadiaceae bacterium B1Sed10_131
GCA_003557395.1,Candidatus Brocadiaceae bacterium CSSed10_379
GCA_003558595.1,Candidatus Brocadiaceae bacterium CSSed10_442
GCA_003558815.1,Candidatus Brocadiaceae bacterium CSSed10_392
GCA_003567495.1,Candidatus Brocadiaceae bacterium T3Sed10_170
GCA_012728835.1,Candidatus Brocadiaceae bacterium AS06rmzACSIP_89
GCA_015661205.1,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_016844385.1,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_905339135.1,Candidatus Brocadiaceae bacterium BROC
GCA_003003885.1,Chlorogloea sp. CCALA 695 
GCA_900552525.1,Candidatus Gastranaerophilales bacterium UMGS1517
GCA_016743735.1,Candidatus Brocadia sp. AMX1 AMX1
GCA_014338295.1,Candidatus Jettenia sp. AMX1
GCA_003577195.1,Candidatus Brocadia sp. AMX2
GCA_003577215.1,Candidatus Brocadia sp. AMX1
GCA_008933285.1,Candidatus Brocadia sp. SB37
GCA_011525665.1,Candidatus Brocadia sp. AMX1
GCA_011526495.1,Candidatus Brocadia sp. AMX3
GCA_013360945.1,Candidatus Brocadia sp. MAG_8
GCA_014338225.1,Candidatus Brocadia sp. AMX2
GCA_016699285.1,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
GCA_008501815.1,Candidatus Scalindua sp. amx
GCA_011050115.1,Candidatus Scalindua sp. HyVt-343
GCA_013139855.1,Candidatus Scalindua sp. GLR123
GCA_008363395.1,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363445.1,Candidatus Jettenia sp. AMX1 AMX1
GCA_005524015.1,Candidatus Jettenia ecosi J2
GCA_011525635.1,Candidatus Kuenenia sp. AMX2
GCA_004282735.1,Candidatus Brocadia sp. BROELEC01 BROELEC01
GCA_004282745.1,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004525105.1,Candidatus Brocadiae bacterium das_tool.metabat2.94
GCA_007127285.1,Candidatus Brocadiae bacterium CSSed162cmB_341
GCA_007131925.1,Candidatus Brocadiae bacterium CSSed165cm_501
GCA_013359215.1,Candidatus Brocadiae bacterium MAG_51
GCA_013360825.1,Candidatus Brocadiae bacterium MAG_16
GCA_016782825.1,Candidatus Brocadiae bacterium BS750m-G60
GCA_007753455.1,Planctomycetes bacterium K2D 
GCA_007753675.1,Planctomycetes bacterium TBK1r 
GCA_007748175.1,Gimesia aquarii 
GCA_007748195.1,Gimesia aquarii 
GCA_007860185.1,Novipirellula aureliae 
GCA_007752135.1,Aureliella helgolandensis 
GCA_007859715.1,Rubinisphaera italica 
GCA_007859755.1,Blastopirellula retiformator 
GCA_007746795.1,Gimesia algae 
GCA_007748035.1,Aeoliella mucimassa 
GCA_007744675.1,Gimesia alba 
GCA_007752535.1,Tautonia plasticadhaerens 
GCA_007748055.1,Planctomycetes bacterium Pan216 
GCA_007754425.1,Gimesia fumaroli 
GCA_007748015.1,Gimesia panareensis 
GCA_007748155.1,Gimesia panareensis 
GCA_007751945.1,Gimesia panareensis 
GCA_007754155.1,Stieleria neptunia 
GCA_007744515.1,Planctomycetes bacterium Pan189 
GCA_007748075.1,Planctomycetes bacterium Pan265 
GCA_007745175.1,Caulifigura coniformis 
GCA_007748115.1,Bremerella volcania 
GCA_007860075.1,Symmachiella macrocystis 
GCA_007859835.1,Planctomycetes bacterium CA13 
GCA_007859855.1,Rhodopirellula solitaria 
GCA_007743815.1,Alienimonas californiensis 
GCA_007751715.1,Rosistilla oblonga 
GCA_007752755.1,Rosistilla oblonga 
GCA_007859945.1,Pseudobythopirellula maris 
GCA_007744255.1,Thalassoglobus polymorphus 
GCA_007744975.1,Symmachiella dynata 
GCA_007747995.1,Symmachiella dynata 
GCA_007752935.1,Crateriforma conspicua 
GCA_007859875.1,Crateriforma conspicua 
GCA_007860215.1,Crateriforma conspicua 
GCA_007745835.1,Planctomycetes bacterium MalM25 
GCA_007859865.1,Rubripirellula amarantea 
GCA_007859815.1,Botrimarina hoheduenensis 
GCA_007859955.1,Botrimarina colliarenosi 
GCA_007859935.1,Posidoniimonas polymericola 
GCA_007860015.1,Bythopirellula polymerisocia 
GCA_007860095.1,Novipirellula galeiformis 
GCA_007860045.1,Stieleria varia 
GCA_007750395.1,Polystyrenella longa 
GCA_007750655.1,Planctomycetes bacterium Pla163 
GCA_007750855.1,Pirellulimonas nuda 
GCA_007751035.1,Lignipirellula cremea 
GCA_007748095.1,Planctomycetes bacterium Pla133 
GCA_007751255.1,Planctomycetes bacterium Pla86 
GCA_007860175.1,Rubripirellula reticaptiva 
GCA_007860105.1,Planctomycetes bacterium Poly21 
GCA_007860125.1,Rubripirellula tenax 
GCA_007860135.1,Novipirellula artificiosorum 
GCA_007753095.1,Rosistilla carotiformis 
GCA_007751475.1,Planctomycetes bacterium Poly30 
GCA_007752345.1,Planctopirus ephydatiae 
GCA_007747445.1,Poriferisphaera corsica 
GCA_007747655.1,Anatilimnocola aggregata 
GCA_007753265.1,Botrimarina mediterranea 
GCA_007747215.1,Urbifossiella limnaea 
GCA_007746075.1,Lacipirellula limnantheis 
GCA_007745635.1,Planctomycetes bacterium SV_7m_r 
GCA_007747795.1,Maioricimonas rarisocia 
GCA_007745435.1,Calycomorphotria hydatis 
GCA_007860005.1,Candidatus Brocadiaceae bacterium B188 
GCA_007859995.1,Candidatus Brocadiaceae bacterium S225 
GCA_007859745.1,Phycisphaerae bacterium RAS1 
GCA_007753915.1,Phycisphaerae bacterium RAS2 
GCA_004351875.1,Candidatus Scalindua sp. AMX11 AMX11
GCA_009772965.1,Candidatus Saganbacteria bacterium X2_MaxBin.013
GCA_009002475.1,Planctomycetes bacterium SRT547 
GCA_008254045.1,Limnoglobus roseus 
GCA_009664345.1,Planctomycetales bacterium 10988 
GCA_008312935.1,Roseiconus lacunae 
GCA_008629675.1,Roseiconus nitratireducens 
GCA_007744075.1,Gimesia chilikensis 
GCA_007746535.1,Gimesia chilikensis 
GCA_007748135.1,Gimesia chilikensis 
GCA_008329715.1,Gimesia chilikensis 
GCA_009720525.1,Gimesia benthica 
GCA_017347445.1,Candidatus Brocadia pituitae 317325-1
GCA_009177095.1,Lacipirellula parvula 
GCA_009177065.1,Aquisphaera sp. JC650 
GCA_009618275.1,Roseimaritima sp. JC651 
GCA_010367485.1,Rhodopirellula sp. JC637 
GCA_013036045.1,Alienimonas chondri 
GCA_017382975.1,Thermoguttaceae bacterium RGIG259
GCA_017384405.1,Thermoguttaceae bacterium RGIG113
GCA_017402345.1,Thermoguttaceae bacterium RGIG1280
GCA_017403345.1,Thermoguttaceae bacterium RGIG2001
GCA_017403455.1,Thermoguttaceae bacterium RGIG1254
GCA_017405175.1,Thermoguttaceae bacterium RGIG2331
GCA_017405595.1,Thermoguttaceae bacterium RGIG2308
GCA_017406045.1,Thermoguttaceae bacterium RGIG2286
GCA_017406305.1,Thermoguttaceae bacterium RGIG2273
GCA_017406765.1,Thermoguttaceae bacterium RGIG2250
GCA_017407125.1,Thermoguttaceae bacterium RGIG2232
GCA_017408405.1,Thermoguttaceae bacterium RGIG2165
GCA_017408785.1,Thermoguttaceae bacterium RGIG2145
GCA_017409285.1,Thermoguttaceae bacterium RGIG2125
GCA_017410995.1,Thermoguttaceae bacterium RGIG1313
GCA_017413475.1,Thermoguttaceae bacterium RGIG1465
GCA_017421235.1,Thermoguttaceae bacterium RGIG583
GCA_017421595.1,Thermoguttaceae bacterium RGIG490
GCA_017421965.1,Thermoguttaceae bacterium RGIG465
GCA_017422925.1,Thermoguttaceae bacterium RGIG1144
GCA_017424865.1,Thermoguttaceae bacterium RGIG1219
GCA_017426515.1,Thermoguttaceae bacterium RGIG808
GCA_017427905.1,Thermoguttaceae bacterium RGIG2745
GCA_017431445.1,Thermoguttaceae bacterium RGIG2568
GCA_017434455.1,Thermoguttaceae bacterium RGIG2416
GCA_017434505.1,Thermoguttaceae bacterium RGIG2415
GCA_017435225.1,Thermoguttaceae bacterium RGIG3094
GCA_017435375.1,Thermoguttaceae bacterium RGIG3088
GCA_017436025.1,Thermoguttaceae bacterium RGIG3054
GCA_017438425.1,Thermoguttaceae bacterium RGIG2840
GCA_017441335.1,Thermoguttaceae bacterium RGIG2902
GCA_017441605.1,Thermoguttaceae bacterium RGIG2878
GCA_017441985.1,Thermoguttaceae bacterium RGIG2980
GCA_017447745.1,Thermoguttaceae bacterium RGIG3287
GCA_017447865.1,Thermoguttaceae bacterium RGIG3279
GCA_017451825.1,Thermoguttaceae bacterium RGIG3984
GCA_017454585.1,Thermoguttaceae bacterium RGIG3701
GCA_017458405.1,Thermoguttaceae bacterium RGIG3651
GCA_017462665.1,Thermoguttaceae bacterium RGIG4063
GCA_017466305.1,Thermoguttaceae bacterium RGIG4158
GCA_017482585.1,Thermoguttaceae bacterium RGIG4635
GCA_017506065.1,Thermoguttaceae bacterium RGIG5239
GCA_017512445.1,Thermoguttaceae bacterium RGIG5712
GCA_017515305.1,Thermoguttaceae bacterium RGIG5717
GCA_017521545.1,Thermoguttaceae bacterium RGIG6287
GCA_017537845.1,Thermoguttaceae bacterium RGIG7160
GCA_017539245.1,Thermoguttaceae bacterium RGIG7093
GCA_017543375.1,Thermoguttaceae bacterium RGIG7062
GCA_017545685.1,Thermoguttaceae bacterium RGIG5825
GCA_017549085.1,Thermoguttaceae bacterium RGIG7461
GCA_017550605.1,Thermoguttaceae bacterium RGIG7953
GCA_017550965.1,Thermoguttaceae bacterium RGIG7925
GCA_017556435.1,Thermoguttaceae bacterium RGIG7636
GCA_017557195.1,Thermoguttaceae bacterium RGIG7588
GCA_017557765.1,Thermoguttaceae bacterium RGIG7528
GCA_017557815.1,Thermoguttaceae bacterium RGIG7522
GCA_017559825.1,Thermoguttaceae bacterium RGIG7334
GCA_017560345.1,Thermoguttaceae bacterium RGIG7709
GCA_017626105.1,Thermoguttaceae bacterium RGIG8507
GCA_017652365.1,Thermoguttaceae bacterium RGIG9631
GCA_017652525.1,Thermoguttaceae bacterium RGIG9622
GCA_017652665.1,Thermoguttaceae bacterium RGIG9616
GCA_017652805.1,Thermoguttaceae bacterium RGIG9609
GCA_017937485.1,Thermoguttaceae bacterium RGIG9020
GCA_017937685.1,Thermoguttaceae bacterium RGIG9010
GCA_017939795.1,Thermoguttaceae bacterium RGIG8929
GCA_017963705.1,Thermoguttaceae bacterium RGIG10107
GCA_012515235.1,Candidatus Anammoximicrobium sp. AS06rmzACSIP_251
GCA_011087765.1,Pirellulaceae bacterium MH2_Bin45
GCA_011087795.1,Pirellulaceae bacterium MH2_Bin37
GCA_012514295.1,Pirellulaceae bacterium AS06rmzACSIP_431
GCA_012514815.1,Pirellulaceae bacterium AS06rmzACSIP_320
GCA_012744395.1,Pirellulaceae bacterium AS06rmzACSIP_374
GCA_013002105.1,Pirellulaceae bacterium SS_bin_55
GCA_014379445.1,Pirellulaceae bacterium ES-bin-42
GCA_016784735.1,Pirellulaceae bacterium BS150m-G36
GCA_011065895.1,Paludisphaera sp. JC665 
GCA_011064615.1,Aquisphaera sp. JC669 
GCA_011064595.1,Paludisphaera soli 
GCA_011634775.1,Rubinisphaera sp. JC658 
GCA_007859915.1,Rhodopirellula pilleata 
GCA_013360685.1,Pirellulales bacterium MAG_21
GCA_013813655.1,Pirellulales bacterium MGR_bin18
GCA_016776925.1,Pirellulales bacterium BS30m-G48
GCA_016777985.1,Pirellulales bacterium BS307-5m-G56
GCA_016779265.1,Pirellulales bacterium BS301-5m-G80
GCA_016782745.1,Pirellulales bacterium BS750m-G63
GCA_016782805.1,Pirellulales bacterium BS750m-G61
GCA_016928165.1,Pirellulales bacterium Zod_Metabat.393
GCA_016929515.1,Pirellulales bacterium Zod_Metabat.223
GCA_016930815.1,Pirellulales bacterium Zod_Metabat.1355
GCA_016931075.1,Pirellulales bacterium Zod_Metabat.1299
GCA_016931995.1,Pirellulales bacterium Zod_Metabat.1184
GCA_016933425.1,Pirellulales bacterium Zod_Metabat.10
GCA_016934075.1,Pirellulales bacterium Zod_Metabat.975
GCA_016935315.1,Pirellulales bacterium Zod_Metabat.813
GCA_016936015.1,Pirellulales bacterium Zod_Metabat.711
GCA_017852255.1,Pirellulales bacterium DEBay_Sum22NG08_100
GCA_017852275.1,Pirellulales bacterium DEBay_Sum22NG08_10
GCA_017852845.1,Pirellulales bacterium DEBay_Sum22DG08_96
GCA_017853145.1,Pirellulales bacterium DEBay_Sum22DG08_102
GCA_017853835.1,Pirellulales bacterium DEBay_Sum019D_L_G_105
GCA_017854945.1,Pirellulales bacterium DEBay_Fall30G08_28
GCA_017855415.1,Pirellulales bacterium CPBay_Sum27G08_18
GCA_017859475.1,Pirellulales bacterium DEBay_Sum29NG08_52
GCA_017859615.1,Pirellulales bacterium DEBay_Sum29DG08_81
GCA_017859695.1,Pirellulales bacterium DEBay_Sum29DG08_70
GCA_014873095.1,Planctomycetales bacterium zrk34 
GCA_012290005.1,Crateriforma spongiae 
GCA_012958305.1,Tautonia sp. JC657 
GCA_014154945.1,Tautonia sp. JC636 
GCA_014154935.1,Rhodopirellula sp. JC639 
GCA_014154995.1,Tautonia sp. JC649 
GCA_014384865.1,Candidatus Brocadiales bacterium NIOZ-UU10
GCA_010367455.1,Candidatus Laterigemmans baculatus 
GCA_016837145.1,Candidatus Laterigemmans baculatus 
GCA_013128195.2,Frigoriglobus tundricola 
GCA_008035925.1,Stieleria maiorica 
GCA_008636105.1,Candidatus Scalindua sediminis MohnsGC08_192
GCA_017368835.1,Candidatus Scalindua sediminis Bin_192
GCA_015169395.1,Humisphaera borealis 
GCA_016926155.1,Sedimentisphaerales bacterium Zod_Metabat.67
GCA_016927855.1,Sedimentisphaerales bacterium Zod_Metabat.417
GCA_016928215.1,Sedimentisphaerales bacterium Zod_Metabat.388
GCA_016928435.1,Sedimentisphaerales bacterium Zod_Metabat.35
GCA_016928585.1,Sedimentisphaerales bacterium Zod_Metabat.331
GCA_016928975.1,Sedimentisphaerales bacterium Zod_Metabat.289
GCA_016930295.1,Sedimentisphaerales bacterium Zod_Metabat.1436
GCA_016930355.1,Sedimentisphaerales bacterium Zod_Metabat.1411
GCA_016930635.1,Sedimentisphaerales bacterium Zod_Metabat.1380
GCA_016930645.1,Sedimentisphaerales bacterium Zod_Metabat.138
GCA_016930745.1,Sedimentisphaerales bacterium Zod_Metabat.1370
GCA_016930855.1,Sedimentisphaerales bacterium Zod_Metabat.1349
GCA_016931715.1,Sedimentisphaerales bacterium Zod_Metabat.1213
GCA_016932095.1,Sedimentisphaerales bacterium Zod_Metabat.1177
GCA_016932145.1,Sedimentisphaerales bacterium Zod_Metabat.1166
GCA_016932835.1,Sedimentisphaerales bacterium Zod_Metabat.1083
GCA_016932895.1,Sedimentisphaerales bacterium Zod_Metabat.1071
GCA_016933295.1,Sedimentisphaerales bacterium Zod_Metabat.1017
GCA_016933395.1,Sedimentisphaerales bacterium Zod_Metabat.1001
GCA_016933985.1,Sedimentisphaerales bacterium Zod_Metabat.999
GCA_016934255.1,Sedimentisphaerales bacterium Zod_Metabat.96
GCA_016934515.1,Sedimentisphaerales bacterium Zod_Metabat.916
GCA_016935195.1,Sedimentisphaerales bacterium Zod_Metabat.827
GCA_016935635.1,Sedimentisphaerales bacterium Zod_Metabat.769
GCA_016936075.1,Sedimentisphaerales bacterium Zod_Metabat.706
GCA_016936275.1,Sedimentisphaerales bacterium Zod_Metabat.683
GCA_016938295.1,Sedimentisphaerales bacterium ZodW_maxbin.277
GCA_017939745.1,Gemmata sp. G18 
eco,Escherichia coli
ecj,Escherichia coli
ecd,Escherichia coli
ebw,Escherichia coli
ecok,Escherichia coli
ece,Escherichia coli
ecs,Escherichia coli
ecf,Escherichia coli
etw,Escherichia coli
elx,Escherichia coli
eoi,Escherichia coli
eoj,Escherichia coli
eoh,Escherichia coli
ecoo,Escherichia coli
ecoh,Escherichia coli
esl,Escherichia coli
eso,Escherichia coli
esm,Escherichia coli
eck,Escherichia coli
ecg,Escherichia coli
eok,Escherichia coli
elr,Escherichia coli
elh,Escherichia coli
ecw,Escherichia coli
eun,Escherichia coli
ecp,Escherichia coli
ena,Escherichia coli
ecos,Escherichia coli
ecv,Escherichia coli
ecoa,Escherichia coli
ecx,Escherichia coli
ecm,Escherichia coli
ecy,Escherichia coli
ecr,Escherichia coli
ecq,Escherichia coli
eum,Escherichia coli
ect,Escherichia coli
eoc,Escherichia coli
ebr,Escherichia coli
ebl,Escherichia coli
ebe,Escherichia coli
ebd,Escherichia coli
eci,Escherichia coli
eih,Escherichia coli
ecz,Escherichia coli
ecc,Escherichia coli
elo,Escherichia coli
eln,Escherichia coli
ese,Escherichia coli
ecl,Escherichia coli
eko,Escherichia coli
ekf,Escherichia coli
eab,Escherichia coli
edh,Escherichia coli
edj,Escherichia coli
elu,Escherichia coli
elw,Escherichia coli
ell,Escherichia coli
elc,Escherichia coli
eld,Escherichia coli
elp,Escherichia coli
elf,Escherichia coli
ecol,Escherichia coli
ecoi,Escherichia coli
ecoj,Escherichia coli
efe,Escherichia fergusonii
eal,Escherichia albertii
ema,Escherichia marmotae
esz,Escherichia sp. E4742
sty,Salmonella enterica
stt,Salmonella enterica
sex,Salmonella enterica
sent,Salmonella enterica
stm,Salmonella enterica
seo,Salmonella enterica
sev,Salmonella enterica
sey,Salmonella enterica
sem,Salmonella enterica
sej,Salmonella enterica
seb,Salmonella enterica
sef,Salmonella enterica
setu,Salmonella enterica
setc,Salmonella enterica
senr,Salmonella enterica
send,Salmonella enterica
seni,Salmonella enterica
seen,Salmonella enterica
spt,Salmonella enterica
sek,Salmonella enterica
spq,Salmonella enterica
sei,Salmonella enterica
sec,Salmonella enterica
seh,Salmonella enterica
shb,Salmonella enterica
senh,Salmonella enterica
seeh,Salmonella enterica
see,Salmonella enterica
senn,Salmonella enterica
sew,Salmonella enterica
sea,Salmonella enterica
sens,Salmonella enterica
sed,Salmonella enterica
seg,Salmonella enterica
sel,Salmonella enterica
sega,Salmonella enterica
set,Salmonella enterica
sena,Salmonella enterica
seno,Salmonella enterica
senv,Salmonella enterica
senq,Salmonella enterica
senl,Salmonella enterica
senj,Salmonella enterica
seec,Salmonella enterica
seeb,Salmonella enterica
seep,Salmonella enterica
senb,Salmonella enterica
sene,Salmonella enterica
senc,Salmonella enterica
ses,Salmonella enterica
sbg,Salmonella bongori
sbz,Salmonella bongori
sbv,Salmonella bongori
salz,Salmonella sp. SSDFZ69
sfl,Shigella flexneri
sfx,Shigella flexneri
sfv,Shigella flexneri
sfe,Shigella flexneri
sfn,Shigella flexneri
sfs,Shigella flexneri
sft,Shigella flexneri
ssn,Shigella sonnei
sbo,Shigella boydii
sbc,Shigella boydii
sdy,Shigella dysenteriae
sdz,Shigella dysenteriae
shq,Shigella sp. PAMC 28760
enc,Enterobacter cloacae
enl,Enterobacter cloacae
eclg,Enterobacter cloacae
ecle,Enterobacter cloacae
ecln,Enterobacter cloacae
